id,words,counts
1771,amount,10
1772,tax,13
1773,possibly,6
1774,lived,5
1775,dragged,1
1776,tiny,17
1777,island,13
1778,near,16
1779,france,17
1780,find,36
1781,metalhead,1
1782,difficult,14
1783,mobile,5
1784,device,4
1785,bampw,1
1786,otherwise,12
1787,responses,4
1788,underline,3
1789,transportation,1
1790,entitled,6
1791,endemic,3
1792,solely,7
1793,angst,2
1794,deutschen,4
1795,haben,6
1796,immer,3
1797,weniger,1
1798,davor,1
1799,ihnen,2
1800,selbst,1
1801,etwas,1
1802,schlimmes,1
1803,passieren,2
1804,knnte,2
1805,und,23
1806,moved,15
1807,culture,5
1808,shock,3
1809,defiance,1
1810,racists,9
1811,selfdefined,1
1812,jeremy,25
1813,hed,9
1814,silent,4
1815,venezuela,2
1816,administration,2
1817,becomes,8
1818,moral,9
1819,equivocations,1
1820,sigmar,1
1821,gabriel,1
1822,narrator,1
1823,colin,1
1824,decide,10
1825,noneu,1
1826,countries,25
1827,gsa,1
1828,immensely,5
1829,saddened,1
1830,tragic,1
1831,passing,2
1832,leading,2
1833,adv,1
1834,fit,7
1835,universities,6
1836,adviser,2
1837,together,21
1838,chief,6
1839,executive,2
1840,pleasure,3
1841,firstclass,1
1842,lesson,5
1843,fuckup,1
1844,instability,2
1845,probably,28
1846,challenge,12
1847,murderous,3
1848,theocratic,1
1849,regimes,1
1850,logic,6
1851,protected,4
1852,publicly,3
1853,dear,19
1854,normal,8
1855,apparently,24
1856,warned,8
1857,balcony,2
1858,however,8
1859,clean,11
1860,nye,3
1861,cares,8
1862,enforcing,1
1863,wish,11
1864,loved,10
1865,setting,5
1866,fireworks,6
1867,badensche,1
1868,str,2
1869,5am,2
1870,apartments,2
1871,balconies,1
1872,shut,19
1873,fuck,85
1874,regular,6
1875,patient,1
1876,targeted,2
1877,relatives,3
1878,state,26
1879,innsbrucker,1
1880,disgrace,5
1881,shitbags,4
1882,countless,2
1883,part,14
1884,brain,6
1885,street,16
1886,letters,1
1887,activated,1
1888,totally,14
1889,boxers,1
1890,fail,9
1891,veggie,5
1892,burgers,1
1893,complained,6
1894,farting,1
1895,adopt,6
1896,hypocrite,4
1897,4,19
1898,luggage,1
1899,tedious,2
1900,happiest,1
1901,anyone,24
1902,wasting,2
1903,inane,2
1904,blandishments,1
1905,brings,3
1906,fewer,11
1907,gazelle,2
1908,deaths,5
1909,lion,3
1910,tormenting,1
1911,disseminate,1
1912,wisdom,1
1913,reliable,3
1914,fuckwits,6
1915,staying,9
1916,proud,17
1917,ipso,1
1918,thrown,6
1919,outs,2
1920,complaint,7
1921,revealing,2
1922,hardleft,3
1923,blog,4
1924,harder,5
1925,perhaps,11
1926,100000,3
1927,extra,11
1928,staff,9
1929,20b,1
1930,funds,3
1931,le,10
1932,mens,2
1933,activists,6
1934,affect,8
1935,mencool,1
1936,issuesmale,1
1937,homelessness,2
1938,ross,1
1939,rachel,1
1940,hashtag,7
1941,misused,1
1942,interests,10
1943,lie,19
1944,prosperity,2
1945,union,36
1946,savings,4
1947,value,7
1948,property,1
1949,price,9
1950,earlier,9
1951,quote,6
1952,annoying,6
1953,httpst,36
1954,youngs,2
1955,coined,1
1956,meritocracy,1
1957,son,8
1958,proof,8
1959,broke,3
1960,0001,1
1961,bury,1
1962,noisiest,1
1963,forward,27
1964,discovering,1
1965,safe,18
1966,space,14
1967,free,64
1968,policy,22
1969,sick,14
1970,experts,5
1971,frankly,17
1972,recall,3
1973,definition,6
1974,expertise,2
1975,winning,6
1976,chairs,2
1977,shark,1
1978,pool,1
1979,underneath,1
1980,flick,1
1981,switch,6
1982,yaaaay,3
1983,doc,4
1984,hmmm,4
1985,timewell,1
1986,clear,29
1987,beaches,1
1988,btw,13
1989,join,21
1990,campaign,38
1991,enough,53
1992,watching,26
1993,bill,24
1994,brief,4
1995,calm,2
1996,discover,1
1997,worse,35
1998,truly,16
1999,incredible,19
2000,peoples,7
2001,windows,2
2002,sun,12
2003,diy,1
2004,ancient,10
2005,fairytale,2
2006,diversity,2
2007,strengths,1
2008,create,4
2009,strong,17
2010,open,14
2011,seriously,28
2012,complain,9
2013,parents,10
2014,husband,5
2015,flu,1
2016,euthanasia,1
2017,published,10
2018,ways,5
2019,trash,10
2020,nah,4
2021,slave,2
2022,fashion,3
2023,comes,18
2024,phones,2
2025,plus,7
2026,god,29
2027,gta,1
2028,v,8
2029,civil,4
2030,border,8
2031,patrol,2
2032,pick,7
2033,fruit,3
2034,cash,5
2035,borders,3
2036,joke,19
2037,philosophers,1
2038,nietzsche,1
2039,lucky,6
2040,sulu,10
2041,quieter,1
2042,crackly,1
2043,flinch,2
2044,bangy,1
2045,covent,5
2046,garden,6
2047,central,6
2048,desensitised,2
2049,crackling,1
2050,gets,39
2051,bang,2
2052,outside,15
2053,window,5
2054,trump,67
2055,haha,3
2056,cuck,4
2057,snowflakesalso,1
2058,police,15
2059,voter,8
2060,complains,3
2061,2500,1
2062,workers,5
2063,httpstco,25
2064,bisexual,3
2065,secretly,2
2066,alien,1
2067,tired,7
2068,scared,8
2069,infinity,1
2070,warkinky,1
2071,afcraving,1
2072,bl,2
2073,amateur,1
2074,building,7
2075,girls,11
2076,shitty,2
2077,white,34
2078,privledged,1
2079,ham,2
2080,upset,18
2081,bell,1
2082,bongs,1
2083,throwing,5
2084,tantrum,2
2085,unwilling,1
2086,admit,5
2087,churches,3
2088,noise,6
2089,cl,3
2090,end,51
2091,confession,1
2092,recently,10
2093,rolled,2
2094,talk,21
2095,ongoing,2
2096,hit,11
2097,steal,1
2098,handle,7
2099,nice,30
2100,funnily,2
2101,stopped,7
2102,1,45
2103,deadline,1
2104,military,4
2105,recruitsopenly,1
2106,ewwww,2
2107,buy,18
2108,cats,6
2109,boys,12
2110,hyperbole,3
2111,piety,1
2112,followed,9
2113,immediate,4
2114,broken,13
2115,promise,7
2116,trust,12
2117,game,12
2118,specifically,8
2119,tuition,14
2120,fees,25
2121,mistrust,1
2122,immunised,1
2123,shored,1
2124,declining,2
2125,vastly,3
2126,increased,2
2127,ireland,21
2128,fox,7
2129,imbecilesi,1
2130,outdated,2
2131,monarchical,1
2132,elitist,2
2133,honours,1
2134,sticking,4
2135,u,11
2136,faith,15
2137,schools,20
2138,hill,2
2139,underlines,2
2140,whats,32
2141,difference,21
2142,nick,9
2143,clegg,6
2144,godgod,1
2145,forget,8
2146,triples,1
2147,slight,1
2148,child,22
2149,bullied,2
2150,entire,23
2151,raised,10
2152,neutral,2
2153,tenth,1
2154,atheiversary,1
2155,celebrate,8
2156,blocked,6
2157,tanya,1
2158,dictionary,1
2159,dead,14
2160,pass,6
2161,launching,2
2162,prohibits,1
2163,depicting,1
2164,g,8
2165,picks,6
2166,bread,1
2167,bodyjesus,1
2168,bloodjesus,1
2169,eggplant,1
2170,erklrt,1
2171,auch,5
2172,noch,4
2173,hohen,1
2174,wahlergebnisse,1
2175,linkersozialistischer,1
2176,parteien,1
2177,breite,1
2178,masse,1
2179,hat,4
2180,dark,7
2181,knight,2
2182,rises,1
2183,cuntpuffin,1
2184,automatic,2
2185,follow,19
2186,divine,2
2187,punishment,1
2188,bedeuten,1
2189,auf,13
2190,paymentbanki,1
2191,idiots,6
2192,coming,23
2193,fascismalso,2
2194,deport,3
2195,islamic,1
2196,fundamentalists,1
2197,racism,20
2198,them2,1
2199,bans,2
2200,deports,1
2201,stuff,16
2202,like3,1
2203,like4,1
2204,abstract,3
2205,mere,5
2206,differing,1
2207,sharp,3
2208,turn,15
2209,ziggy,1
2210,leap,1
2211,beat,6
2212,tony,3
2213,blair,4
2214,englishspeaking,2
2215,channel,3
2216,cartoons,4
2217,cancelled,12
2218,downfive,1
2219,ramifications,3
2220,hoofwanking,13
2221,bunglecunt,8
2222,word,29
2223,film,15
2224,ruined,6
2225,thaaaaanks,1
2226,reason,46
2227,adulating,1
2228,crowds,1
2229,putting,8
2230,filthier,1
2231,protest,8
2232,signs,3
2233,amazing,26
2234,translates,5
2235,meat,7
2236,whip,5
2237,dunno,3
2238,filthy,2
2239,favourite,16
2240,fleischpeitsche,2
2241,probaby,1
2242,discussion,7
2243,waaaaaah,1
2244,script,1
2245,anon,2
2246,accounts,3
2247,spoilers,5
2248,jedi,5
2249,suggested,3
2250,braving,1
2251,grabbing,3
2252,empty,10
2253,popcorn,8
2254,box,3
2255,dicks,3
2256,translation,4
2257,bounty,2
2258,headgold,1
2259,glove,1
2260,handshoe,1
2261,birth,8
2262,control,23
2263,pills,1
2264,antibabypillen,1
2265,attacking,6
2266,blocking,2
2267,boundary,1
2268,review,5
2269,depend,1
2270,rigged,1
2271,unr,2
2272,phoning,2
2273,obv,2
2274,venn,1
2275,diagram,1
2276,often,4
2277,singular,12
2278,circle,3
2279,snowflakes,4
2280,sadiq,8
2281,tooting,1
2282,native,4
2283,gods,2
2284,verdict,1
2285,cheese,4
2286,music,6
2287,cheesy,2
2288,huh,4
2289,exhausted,3
2290,pizza,9
2291,scarier,1
2292,medically,1
2293,qualified,4
2294,necessary,5
2295,information,3
2296,diagnose,5
2297,tactically,5
2298,marginal,6
2299,seat,22
2300,cities,6
2301,shitsnoke,1
2302,jones,4
2303,certified,1
2304,dropped,6
2305,drastically,1
2306,address,3
2307,un,15
2308,chechnya,12
2309,ignoring,4
2310,trumps,9
2311,persecution,12
2312,sending,10
2313,hoping,13
2314,personally,10
2315,michael,12
2316,heseltine,1
2317,walk,21
2318,commons,11
2319,swing,2
2320,mace,2
2321,dumb,5
2322,jokes,3
2323,thirteen,1
2324,tardis,2
2325,woman,33
2326,fell,3
2327,thered,2
2328,comments,15
2329,bros,1
2330,legitimate,2
2331,fullfrontal,1
2332,lobotomy,1
2333,migrationspolitik,1
2334,wir,20
2335,uns,5
2336,den,7
2337,regeln,1
2338,des,5
2339,einwanderungslandes,1
2340,kanada,1
2341,orientieren,1
2342,erluter,1
2343,muslim,8
2344,volunteers,1
2345,taxi,2
2346,service,13
2347,elderly,3
2348,christmas,35
2349,lunch,6
2350,buffer,1
2351,zone,2
2352,watch,24
2353,large,7
2354,truck,1
2355,moves,3
2356,medias,1
2357,golfing,1
2358,golf,2
2359,club,3
2360,httpstco2uypiwft,1
2361,democrats,11
2362,obliterate,1
2363,gop,8
2364,november,6
2365,knives,3
2366,ample,1
2367,row,1
2368,arrived,4
2369,following,9
2370,xmas,15
2371,gt,8
2372,buys,1
2373,unobtainable,1
2374,unhealthy,2
2375,straightman,1
2376,obsession,2
2377,yes,52
2378,majority,20
2379,french,8
2380,leaving,49
2381,fisting,1
2382,recon,2
2383,dress,5
2384,princesses,1
2385,growing,3
2386,although,19
2387,overnight,3
2388,step,5
2389,closer,7
2390,months,46
2391,chasing,4
2392,pack,2
2393,featured,2
2394,chiselled,1
2395,zlist,1
2396,celeb,2
2397,clothes,2
2398,critical,2
2399,mass,7
2400,selfparody,1
2401,stakes,2
2402,canary,7
2403,deeply,7
2404,directing,1
2405,concert,3
2406,bullying,7
2407,mps,35
2408,mcfly,1
2409,cold,9
2410,ghost,1
2411,haunted,2
2412,froze,1
2413,brexiteers,12
2414,sharing,6
2415,story,18
2416,polish,3
2417,permission,5
2418,fi,3
2419,fbr,1
2420,sadly,8
2421,nan,1
2422,remembers,1
2423,burgundy,1
2424,passports,10
2425,twat,9
2426,avoid,9
2427,tech,16
2428,articles,4
2429,plague,1
2430,represents,2
2431,considerable,3
2432,base,5
2433,green,12
2434,backed,7
2435,heartedly,1
2436,whilst,26
2437,proportion,3
2438,telling,25
2439,capitalist,1
2440,conspiracy,4
2441,imma,1
2442,stalk,1
2443,flighttracker,1
2444,cool,11
2445,decorations,1
2446,bandwagon,2
2447,parliamentarians,1
2448,6th,1
2449,december,5
2450,heathen,2
2451,nate,1
2452,clearly,16
2453,antieu,1
2454,happened,24
2455,7am,4
2456,waking,4
2457,morninggotta,1
2458,ta,4
2459,downstairsgotta,1
2460,bowl,1
2461,cerealseein,1
2462,gointickin,1
2463,rushingotta,1
2464,stopgotta,1
2465,underrated,1
2466,ministers,8
2467,nap,2
2468,defeating,1
2469,alexowatts,1
2470,requirement,1
2471,foreign,12
2472,irish,17
2473,passport,14
2474,grandmothers,2
2475,order,8
2476,main,9
2477,unseren,1
2478,werten,1
2479,treu,1
2480,geblieben,1
2481,unabhngig,1
2482,angstfrei,1
2483,nie,3
2484,arbeiten,1
2485,weiterhin,1
2486,neues,1
2487,denken,1
2488,incessant,1
2489,abortion,3
2490,facts,11
2491,joking,4
2492,stand,25
2493,nose,1
2494,vagina,2
2495,funny,17
2496,lewis,10
2497,hamiltons,2
2498,apology,9
2499,meaningful,2
2500,apologise,4
2501,replies,1
2502,heterosexual,3
2503,privilege,12
2504,relationships,2
2505,throughout,2
2506,art,3
2507,place,33
2508,unemployed,2
2509,dwindling,2
2510,bitch,9
2511,washing,1
2512,machine,2
2513,excited,18
2514,sat,6
2515,supervising,2
2516,puts,3
2517,nadine,2
2518,dorries,2
2519,mild,5
2520,criticism,3
2521,online,9
2522,legally,10
2523,blonde,2
2524,bridesmaids,5
2525,josh,13
2526,likes,10
2527,films,5
2528,stephen,3
2529,fry,1
2530,pythons,1
2531,mum,10
2532,picked,2
2533,playschool,1
2534,dressed,4
2535,brides,1
2536,veil,1
2537,household,1
2538,elf,1
2539,shelf,3
2540,yearbut,1
2541,porg,2
2542,corg,1
2543,httpstcoohsn2m,1
2544,churchill,3
2545,nasty,11
2546,misogynistic,6
2547,comparison,7
2548,mattress,2
2549,2pm,1
2550,driver,3
2551,approximately,2
2552,1h,1
2553,38m,1
2554,lose,23
2555,princess,2
2556,pigeon,2
2557,lady,6
2558,cock,7
2559,driven,1
2560,bringing,1
2561,round,5
2562,moving,23
2563,presume,7
2564,sought,4
2565,refusing,5
2566,endorse,3
2567,dispute,1
2568,maz,1
2569,kanata,1
2570,disown,1
2571,pull,7
2572,drag,3
2573,snarky,2
2574,devoid,3
2575,intellect,1
2576,typical,9
2577,angela,7
2578,congratulations,7
2579,fiends,1
2580,dunkelblau,1
2581,28,8
2582,growth,2
2583,inf,1
2584,dodging,4
2585,internet,24
2586,nephew,1
2587,hamilton,3
2588,full,32
2589,busy,7
2590,searching,2
2591,anonymous,1
2592,bless,2
2593,sweet,6
2594,tbf,21
2595,lube,3
2596,christmasi,1
2597,accidentally,5
2598,gifted,1
2599,sister,3
2600,thinking,28
2601,shampoo,1
2602,bought,6
2603,ignorance,6
2604,array,1
2605,football,12
2606,fans,8
2607,defence,5
2608,wearing,5
2609,dressesthey,1
2610,rainbow,2
2611,laces,1
2612,lowintellect,1
2613,cesspit,4
2614,homophobia,22
2615,misogyny,9
2616,country2,1
2617,reasonably,1
2618,successfully,2
2619,crippling,2
2620,depression3,1
2621,besides,1
2622,accidents,1
2623,count,10
2624,hand,11
2625,became,6
2626,vegetarian,8
2627,poll,38
2628,bishops,4
2629,original,4
2630,somewhere,10
2631,family,17
2632,unity,5
2633,togetherness,1
2634,receiving,2
2635,wank,2
2636,ann,3
2637,widdecombe,1
2638,insecure,1
2639,bronerds,1
2640,column,3
2641,cognitive,10
2642,dissonance,10
2643,squeal,7
2644,tfa,1
2645,risks,4
2646,samey,1
2647,simultaneously,3
2648,tlj,1
2649,fascinating,6
2650,guarantees,2
2651,nonracist,1
2652,drunk,3
2653,bloody,13
2654,whites,1
2655,tempted,2
2656,satan,2
2657,desert,2
2658,older,3
2659,distant,2
2660,gained,6
2661,weight,6
2662,auntie,1
2663,theresa,75
2664,varicose,1
2665,veins,1
2666,tripled,2
2667,wrinklier,1
2668,goals,1
2669,inhibitions,1
2670,rain,2
2671,skin,6
2672,managing,3
2673,dms,1
2674,merry,2
2675,yall,3
2676,treats,3
2677,three,24
2678,regretting,1
2679,honestly,9
2680,beginning,7
2681,christmascrisis,1
2682,numbers,8
2683,suicide,3
2684,prevention,1
2685,hotline8002738255mental,1
2686,hotline866,1
2687,turkish,3
2688,delight,2
2689,hated,4
2690,edmund,1
2691,allen,2
2692,frohe,2
2693,weihnachten,1
2694,rhetorical,1
2695,section,7
2696,men,63
2697,dipshits,1
2698,example,16
2699,ads,4
2700,corporate,1
2701,embodiment,1
2702,intellecthating,1
2703,homophobic,23
2704,mamps,1
2705,anxiety,8
2706,lowest,1
2707,ebbs,1
2708,stress,5
2709,toll,1
2710,loving,5
2711,lynx,3
2712,aims,1
2713,target,4
2714,audience,1
2715,cunts,7
2716,alternative,2
2717,reasonablypriced,1
2718,notice,7
2719,muppet,1
2720,carol,1
2721,caine,1
2722,acting,3
2723,belle,1
2724,song,10
2725,cut,13
2726,confused,8
2727,scrooge,1
2728,crying,4
2729,blaming,6
2730,missing,7
2731,date,14
2732,porgs,2
2733,integrate,1
2734,valuesand,1
2735,presents,4
2736,eve,2
2737,similar,6
2738,experiences,4
2739,approach,6
2740,frankincense,2
2741,cave,1
2742,smell,2
2743,myrrh,1
2744,dich,4
2745,known,5
2746,holocaust,3
2747,survivor,1
2748,peace,6
2749,sons,3
2750,worried,12
2751,santa,3
2752,skip,2
2753,explained,2
2754,uses,8
2755,assassins,1
2756,creed,1
2757,kids,24
2758,orphanage,1
2759,stuart,1
2760,rat,3
2761,http,25
2762,geneticist,1
2763,chromosomes,1
2764,determine,1
2765,ka,1
2766,mhyrr,3
2767,1st,3
2768,century,3
2769,bitcoin,1
2770,religious,26
2771,fundamentalism,1
2772,aside,6
2773,belief,4
2774,fairy,8
2775,tale,7
2776,claim,13
2777,science,13
2778,murderously,1
2779,dismissed,4
2780,blasphemous,1
2781,lies,17
2782,suits,3
2783,fund,5
2784,rich,16
2785,kid,6
2786,travelled,2
2787,evil,7
2788,bible,4
2789,applying,6
2790,occams,2
2791,razor,2
2792,whoever,13
2793,wrote,12
2794,simply,8
2795,kinglike,1
2796,gifts,7
2797,jews,2
2798,nativity,3
2799,riches,1
2800,accepted,3
2801,matthew,4
2802,1921,2
2803,1924,1
2804,holding,25
2805,wealth,6
2806,preaching,2
2807,catholic,7
2808,teaching,4
2809,retort,1
2810,chose,5
2811,humble,2
2812,firstly,5
2813,vatican,2
2814,disproves,2
2815,secondly,4
2816,squirreling,1
2817,direct,7
2818,contravention,1
2819,parable,1
2820,talents,2
2821,deodorant,1
2822,gift,4
2823,boxes,1
2824,lifted,2
2825,mary,4
2826,joseph,6
2827,poverty,7
2828,comfort,2
2829,suggests,7
2830,continued,2
2831,lead,8
2832,annual,9
2833,fanatics,2
2834,wise,3
2835,showered,1
2836,obscenely,3
2837,expensive,5
2838,gold,4
2839,resin,1
2840,seems,20
2841,blew,1
2842,cocaine,1
2843,gambling,1
2844,subscribes,1
2845,hypocrisy,3
2846,raise,9
2847,valuable,2
2848,giftsa,1
2849,hides,1
2850,attempt,11
2851,himbelieves,1
2852,invisible,4
2853,wizard,2
2854,produced,1
2855,besonders,1
2856,diejenigen,1
2857,heute,10
2858,nchsten,2
2859,tage,2
2860,land,3
2861,laufen,1
2862,halten,2
2863,h,19
2864,plot,2
2865,holes,2
2866,obiwan,1
2867,kenobis,1
2868,plan,9
2869,hide,5
2870,luke,3
2871,anakins,1
2872,planet,4
2873,pinned,2
2874,cancer,5
2875,karen,1
2876,high,12
2877,shameful,5
2878,sneaking,1
2879,recess,1
2880,explain,9
2881,themselv,1
2882,thatcher,2
2883,aide,2
2884,nostalgic,2
2885,stunt,1
2886,brought,7
2887,wtf,3
2888,baby,8
2889,remembered,6
2890,odd,9
2891,ubahn,4
2892,ad,9
2893,mafia,3
2894,guy,27
2895,selling,3
2896,pat,1
2897,saidhes,1
2898,offal,1
2899,refuseand,1
2900,advance,2
2901,replaced,2
2902,deserve,20
2903,longer,16
2904,marx,1
2905,atheist,4
2906,bastions,1
2907,redistribution,1
2908,stolen,5
2909,holed,1
2910,identify,4
2911,avatar,1
2912,coward,3
2913,k,4
2914,rapists,2
2915,homophobes,6
2916,misogynists,4
2917,marxists,2
2918,stunning,4
2919,permits,1
2920,payouts,1
2921,1991,1
2922,w,22
2923,bots,1
2924,twink,5
2925,thirst,1
2926,followers,6
2927,instagram,4
2928,bear,6
2929,protect,10
2930,childraping,1
2931,priests,1
2932,consenting,1
2933,ruins,1
2934,catholics,2
2935,remaining,1
2936,complicit,1
2937,easy,11
2938,jessenot,1
2939,exciting,3
2940,stare,1
2941,14,8
2942,hours,17
2943,queue,4
2944,int,2
2945,walked,3
2946,supermarket,3
2947,stollen,1
2948,rough,2
2949,hopes,2
2950,future2018,1
2951,2019,9
2952,2020,5
2953,2021,1
2954,pic,8
2955,vigil,3
2956,lesser,2
2957,spotted,2
2958,useless,4
2959,straights,7
2960,ruin,2
2961,marriagealso,1
2962,red,15
2963,wake,2
2964,everythings,1
2965,fineor,1
2966,legislation,3
2967,dictating,1
2968,colour,8
2969,john,16
2970,pissed,8
2971,boomers,2
2972,thee,1
2973,aufregendes,1
2974,jahr,3
2975,geht,1
2976,ende,1
2977,jetzt,1
2978,paar,2
2979,besinnliche,1
2980,meiner,1
2981,familie,2
2982,dann,2
2983,neuen,2
2984,holy,3
2985,perfect,10
2986,dutch,5
2987,journalist,6
2988,ambassador,2
2989,zones,3
2990,netherlands,2
2991,theya,1
2992,madthere,1
2993,stopping,7
2994,choice,10
2995,screaming,8
2996,twinky,1
2997,mike,5
2998,delfino,2
2999,show,23
3000,typically,3
3001,character,6
3002,desperate,7
3003,housewives,2
3004,50,34
3005,screw,6
3006,add,7
3007,artifice,1
3008,expired,2
3009,concluded,3
3010,reapply,1
3011,exemptions,5
3012,adopting,2
3013,reinforce,1
3014,rarely,3
3015,fom,14
3016,throatfucking,1
3017,extreme,4
3018,porn,13
3019,genuinely,6
3020,imported,1
3021,lol,13
3022,youngsters,1
3023,alan,5
3024,partridge,2
3025,role,7
3026,models,2
3027,piss,14
3028,thank,35
3029,screenshot,1
3030,1998,2
3031,pc,2
3032,cereal,1
3033,sit,9
3034,star,21
3035,wars,16
3036,inconsistencies,1
3037,sadlisten,1
3038,motherfucker,1
3039,theaters,1
3040,thro,1
3041,mock,5
3042,thick,8
3043,fooled,3
3044,whos,15
3045,useful,4
3046,flights,5
3047,grounded,1
3048,steps,7
3049,letter,13
3050,local,20
3051,mdb,2
3052,agreeing,3
3053,inside,5
3054,cover,11
3055,adored,2
3056,compromise,4
3057,meet,15
3058,uks,9
3059,negotiation,3
3060,demands,3
3061,pathetic,6
3062,portrayed,1
3063,victory,9
3064,outcome,2
3065,bre,4
3066,warn,2
3067,lt3,9
3068,lt3btw,1
3069,correlation,1
3070,viii,3
3071,hillary,12
3072,nominee,2
3073,bernie,5
3074,blind,3
3075,iconic,2
3076,purple,1
3077,considered,4
3078,offering,4
3079,appropriate,3
3080,stole,5
3081,horrific,6
3082,meh,4
3083,es,13
3084,englnder,1
