id,words,counts
10647,62grn,1
10648,pursglove,1
10649,talked,1
10650,shat,3
10651,defam,1
10652,splitting,1
10653,lynton,3
10654,interviewing,1
10655,investigate,1
10656,democraci,1
10657,prosecutor,1
10658,muzzle,1
10659,johan,1
10660,nunez,1
10661,kennington,1
10662,1530,1
10663,aides,1
10664,mic,1
10665,yank,1
10666,macron,12
10667,slot,1
10668,waves,1
10669,joins,2
10670,marine,1
10671,respo,1
10672,launch,3
10673,aligned,1
10674,theresas,1
10675,mayhttpst,1
10676,champion,1
10677,mha,1
10678,jims,1
10679,httpstco2hidw,1
10680,nowtories,1
10681,80stories,1
10682,roundly,1
10683,rentcapped,1
10684,categorically,1
10685,euif,1
10686,fanta,1
10687,supermercado,1
10688,koalas,1
10689,stuffed,1
10690,expelled,1
10691,napping,1
10692,rotations,1
10693,snp,1
10694,supremacist,1
10695,unwittingly,1
10696,6bn,1
10697,httpstco8e7iu,1
10698,hotter,1
10699,13rd,1
10700,tourist,1
10701,andrews,1
10702,wakefield,1
10703,burger,1
10704,handsome,1
10705,revolutionary,1
10706,videos,1
10707,ang,1
10708,impoverishment,1
10709,flounce,1
10710,restand,1
10711,guardianicm,1
10712,22point,1
10713,5248,2
10714,people6634,1
10715,oneinoneout,1
10716,coincidentally,1
10717,file,1
10718,unamende,1
10719,justifiable,1
10720,externally,1
10721,convicted,2
10722,drinkdriving,1
10723,arbiter,1
10724,thecassiedog,1
10725,sharpish,1
10726,ethnicity,1
10727,gap,2
10728,harrow,1
10729,clever,1
10730,doomed,5
10731,projectpretend,1
10732,abiding,1
10733,withers,1
10734,overwhelming,2
10735,nar,1
10736,plagues,1
10737,opti,1
10738,ids,2
10739,rapping,1
10740,eminem,1
10741,slim,1
10742,shady,1
10743,targets,2
10744,importance,1
10745,saltiest,1
10746,tastiest,1
10747,putinbot,1
10748,brea,1
10749,s2,1
10750,triumphed,1
10751,triumph,1
10752,timfa,1
10753,nomnomnomnom,1
10754,newsletters,1
10755,libd,1
10756,moaners,1
10757,whiners,1
10758,emmanuel,1
10759,swiveleyed,1
10760,obscurity,1
10761,flicitations,1
10762,pour,1
10763,prsident,1
10764,jattends,1
10765,que,1
10766,prenne,1
10767,linitiative,1
10768,dune,1
10769,nouvelle,1
10770,donne,1
10771,europ,1
10772,celebrates,1
10773,arguments,2
10774,strongest,2
10775,clapped,1
10776,map,1
10777,adopted,2
10778,wholesale,1
10779,outsourced,1
10780,leafleting,1
10781,sheet,1
10782,yeovil,1
10783,hague,1
10784,enemy,1
10785,unprincipled,1
10786,epically,1
10787,toriesalso,1
10788,ldtory,1
10789,fibs,1
10790,fib,1
10791,defying,1
10792,hostility,1
10793,brilliantly,1
10794,votez,1
10795,tumble,1
10796,dryer,1
10797,lunchtime,1
10798,tweeter,1
10799,freeme,1
10800,danny,1
10801,efron,1
10802,charging,1
10803,mini,1
10804,sigh,1
10805,anyones,1
10806,grubby,1
10807,50itn,1
10808,125abbott,1
10809,100https,1
10810,msm,1
10811,diereplies,1
10812,youman,1
10813,sa,1
10814,nobodys,1
10815,calamitous,1
10816,cllrs,2
10817,vanity,1
10818,pasokification,1
10819,corbynism,1
10820,wokingham,1
10821,bursts,1
10822,sweatingthere,1
10823,andy,1
10824,changeb,1
10825,submit,1
10826,webcast,1
10827,goodwin,1
10828,3434,1
10829,81,1
10830,county,5
10831,caterham,1
10832,valley,1
10833,plp,1
10834,pre2015,1
10835,masters,1
10836,blairs,1
10837,eastleigh,2
10838,gains,1
10839,danc4eastl,1
10840,wards,2
10841,ju,1
10842,300000,1
10843,bnp,1
10844,comedic,1
10845,genius,1
10846,2339,1
10847,con,2
10848,849,1
10849,753,1
10850,169,1
10851,125,1
10852,dominic,2
10853,hiscock,1
10854,eastgate,1
10855,353,1
10856,somerset,1
10857,traditional,1
10858,underestimating,1
10859,surge,1
10860,68,1
10861,lt10,1
10862,ladbrokes,1
10863,kendall,1
10864,brentwood,1
10865,400,2
10866,libde,1
10867,wayne,1
10868,uncontested,1
10869,harris,1
10870,cirencester,1
10871,2193,1
10872,8479,1
10873,415,1
10874,collapsing,1
10875,hertfordshire,1
10876,monmouthshire,1
10877,watkins,1
10878,attlees,1
10879,granddaughter,1
10880,guzzle,1
10881,presumed,1
10882,fourfold,1
10883,safest,1
10884,itss,1
10885,rumour,1
10886,lsot,1
10887,nottinghamshire,1
10888,mdear,1
10889,eresident,1
10890,estonia,1
10891,wyre,1
10892,forest,3
10893,unofficial,1
10894,onehttps,1
10895,aftermath,1
10896,autopsy,1
10897,toryrun,1
10898,dials,1
10899,joan,1
10900,collinsme,1
10901,clich,1
10902,unrelated,1
10903,kisses,1
10904,biceps,1
10905,flagged,1
10906,backstreet,1
10907,epetition,1
10908,sewage,1
10909,reemployed,1
10910,precious,1
10911,7am10pm,1
10912,carlcas,1
10913,jaunty,1
10914,lapel,1
10915,pin,1
10916,burst,1
10917,bubble,2
10918,democratically,1
10919,chains,1
10920,devolve,1
10921,carl,1
10922,thirsty,1
10923,denouncing,1
10924,edl,3
10925,remained,1
10926,sceptical,1
10927,0700hrs,1
10928,2200hrs,1
10929,immigra,1
10930,shitstain,1
10931,stonking,1
10932,neat,1
10933,englander,1
10934,flattened,1
10935,havent2,1
10936,pluralism,1
10937,asides,1
10938,duplicitous,1
10939,unaware,1
10940,influencing,1
10941,nec,1
10942,cand,1
10943,inalso,1
10944,ticking,2
10945,twoyear,1
10946,insufferable,1
10947,misrepresented,1
10948,continental,1
10949,extends,1
10950,arm,2
10951,buckingham,1
10952,dissolve,1
10953,lawson,1
10954,advocating,1
10955,adds,1
10956,bu,1
10957,mayyou,1
10958,idiotim,1
10959,vaguely,1
10960,poors,1
10961,costa,1
10962,workhouse,1
10963,unlike,1
10964,malcolm,1
10965,changebritainsfut,1
10966,overestimated,1
10967,dan,1
10968,savor,1
10969,muscle,1
10970,sprain,1
10971,kinda,1
10972,rounded,2
10973,concentration,3
10974,camps,4
10975,penalso,1
10976,markfieldmp,1
10977,enthusiastically,2
10978,debates,2
10979,questionshttpstco,1
10980,fazs,1
10981,mayjuncker,1
10982,scurrilous,1
10983,breach,1
10984,confidentiality,1
10985,yearn,1
10986,magazinenewspaper,1
10987,undressed,1
10988,sets,1
10989,departure,1
10990,destination,1
10991,iteration,1
10992,targeting,1
10993,briefed,2
10994,furiously,2
10995,elec,1
10996,louis,1
10997,foiling,1
10998,staging,1
10999,endless,1
11000,repetition,1
11001,nerds,1
11002,estimates,1
11003,thursdays,1
11004,indicator,1
11005,reporters,1
11006,involvedthe,1
11007,clock,3
11008,eggs,6
11009,retaliate,1
11010,unfettered,2
11011,betrayed,1
11012,commissions,1
11013,electioneering,2
11014,mockery,1
11015,misquote,1
11016,sabto,1
11017,newbies,1
11018,httpstcolpffgwrw,1
11019,worries,1
11020,unfriends,1
11021,govnt,1
11022,weakness,2
11023,quicker,1
11024,battle,1
11025,journey,1
11026,effective,2
11027,mincemeat,1
11028,charg,1
11029,shuuuuuut,1
11030,uuuuuup,1
11031,postered,1
11032,loony,1
11033,offend,1
11034,suffers,1
11035,polic,1
11036,headed,1
11037,directio,1
11038,tonys,1
11039,marr,1
11040,sinmay,1
11041,masc,1
11042,tops,1
11043,parmesan,1
11044,pastastop,1
11045,themu,1
11046,negativ,1
11047,terrifying,1
11048,pitch,1
11049,noncorbyn,1
11050,fingers,1
11051,crossed,1
11052,spoilt,1
11053,canvass,1
11054,ops,1
11055,artificial,1
11056,contrived,1
11057,canvassed,1
11058,relate,1
11059,ants,1
11060,veryexcatholic,1
11061,schoo,1
11062,nextsherwood,1
11063,14amazon,1
11064,23whitaker,1
11065,18gump,1
11066,17black,1
11067,gateaux,1
11068,alexhardingld,1
11069,canvassing,1
11070,bayswater,1
11071,mar,2
11072,intentioncon,3
11073,1lab,1
11074,31,1
11075,2ldem,1
11076,1ukip,2
11077,1grn,2
11078,1via,1
11079,jurassic,1
11080,casper,1
11081,acquiesced,1
11082,brexiteu,2
11083,brexituk,1
11084,ganging,1
11085,sass,1
11086,heartless,1
11087,resent,1
11088,socialiststop,1
11089,porridge,1
11090,cocoon,1
11091,lexiteers,1
11092,library,2
11093,facilities,1
11094,loveable,1
11095,bor,1
11096,antisemitism,1
11097,endorsi,1
11098,showed,1
11099,initials,1
11100,ss,1
11101,deja,1
11102,vu,1
11103,parroting,1
11104,mocked,1
11105,repetitive,1
11106,hangs,4
11107,originally,3
11108,pagan,3
11109,festival,3
11110,cuddle,1
11111,serjeant,1
11112,does2,1
11113,apostrophe,2
11114,carefully,1
11115,conceals,1
11116,deselection,1
11117,ding,1
11118,dong,1
11119,labtory,1
11120,li,1
11121,androids,1
11122,relativelayout,1
11123,siblings,1
11124,brains,1
11125,tbag,1
11126,reselection,1
11127,richmond,1
11128,outrageously,1
11129,mlp,1
11130,sooo,1
11131,confessional,1
11132,powergrab,1
11133,tourism,1
11134,orbn,1
11135,eplena,1
11136,julienpoulain09,5
11137,fiery,1
11138,pavilion,1
11139,quantum,1
11140,2122,1
11141,10th,1
11142,bes,1
11143,oversight,1
11144,languishing,1
11145,asap,1
11146,gunpoint,1
11147,literate,1
11148,tweeti,1
11149,felicia,1
11150,barred,1
11151,swift,1
11152,trebled,1
11153,bercow,1
11154,aye,1
11155,sunshine,1
11156,shoul,1
11157,oasis,2
11158,artist,1
11159,artworked,1
11160,spirit,1
11161,practising,1
11162,corpse,2
11163,damaging,1
11164,killedharmed,1
11165,did2,1
11166,debacle,2
11167,drawing,1
11168,defen,2
11169,ver,1
11170,seeks,1
11171,secularists,1
11172,clarified,1
11173,tyrie,1
11174,dissection,1
11175,cummings,1
11176,beauty,1
11177,behold,1
11178,cheerleading,1
11179,edwina,1
11180,picard,1
11181,pleasant,1
11182,organization,1
11183,2580,1
11184,exceeds,1
11185,salary,2
11186,2300,1
11187,mov,1
11188,shld,2
11189,coxd,1
11190,pleaded,1
11191,larochewastaken,1
11192,stepping,1
11193,fn,1
11194,moderates,1
11195,caved,1
11196,witho,1
11197,stylish,1
11198,itim,1
11199,unambiguously,1
11200,scripture,1
11201,conscience,1
11202,compasses,1
11203,wheeled,1
11204,harmless,1
11205,sizeable,1
11206,affected,2
11207,psa,1
11208,affecting,1
11209,erase,1
11210,basil,1
11211,fawltyesque,1
11212,blogs,2
11213,httpstco7vussgqi,1
11214,flavour,1
11215,objecting,1
11216,mischief,1
11217,httpstcosdax3,1
11218,huffpo,1
11219,sabbath,1
11220,academia,1
11221,melenchon,1
11222,bugged,1
11223,gagged,1
11224,mlenchons,1
11225,urged,2
11226,achievement,1
11227,courage,2
11228,deliveries,1
11229,absent,1
11230,gimmick,2
11231,influences,1
11232,promising,1
11233,anthem,2
11234,2012,1
11235,ridiculing,1
11236,fauxpatriotism,1
11237,keen,2
11238,alert,2
11239,4lab,1
11240,ldem,1
11241,2via,1
11242,comres,1
11243,45,1
11244,7lab,1
11245,3ldem,1
11246,4ukip,1
11247,5grn,1
11248,opinium,1
11249,iraqis,1
11250,waved,1
11251,passion,1
11252,cheerleader,1
11253,triple,1
11254,pensions,1
11255,belles,1
11256,rencontres,1
11257,ajd,1
11258,avec,1
11259,membres,1
11260,sudois,1
11261,britanniques,1
11262,cest,1
11263,marks,2
11264,deat,1
11265,forego,1
11266,wou,1
11267,gsk,1
11268,pakistanis,1
11269,cele,1
11270,photoop,1
11271,hustings,1
11272,andhttps,1
11273,crowdfunding,2
11274,positionuk,1
11275,butbuteu,1
11276,gerald,1
11277,howarth,1
11278,owns,1
11279,2bn,1
11280,hornsey,1
11281,offers,1
11282,wouldve,1
11283,spiders,1
11284,snapchatnothing,1
11285,haters,1
11286,countryhttpst,1
11287,3am,1
11288,8000,2
11289,loo,1
11290,cope,1
11291,woooo,1
11292,laughed,1
11293,achiev,1
11294,raging,1
11295,restricted,1
11296,mega,1
11297,limitation,1
11298,brightons,1
11299,ahhh,1
11300,bk,1
11301,feed,1
11302,arrangements,2
11303,tone,1
11304,fouryearold,1
11305,grownups,1
11306,yr,1
11307,pol,1
11308,dribble,1
11309,kitty,2
11310,sinners,2
11311,detained,2
11312,cupboard,1
11313,flee,1
11314,shorter,1
11315,1910,1
11316,ove,1
11317,madness,2
11318,100k,1
11319,upper,1
11320,wailing,1
11321,unreconstructed,1
11322,itv,1
11323,argument1,1
11324,libdem2,1
11325,brexit3,1
11326,wide,2
11327,stellar,1
11328,522,1
11329,cranes,1
11330,c4n,1
11331,replied,1
11332,happier,1
11333,kylie,1
11334,pmqs,2
11335,httpstcofwdd2,1
11336,merge,1
11337,lgbti,1
11338,elephant,1
11339,307,1
11340,traitor,2
11341,5000,1
11342,togethersun,1
11343,murdermail,1
11344,1824,2
11345,gnarled,1
11346,brittle,1
11347,knees,1
11348,abstained,1
11349,distracted,1
11350,bluntly,1
11351,ques,1
11352,speechbelieving,1
11353,fantasies,1
11354,exhausting,2
11355,advise,2
11356,cough,2
11357,cheerleaders,1
11358,gene,1
11359,vomit,1
11360,2lab,1
11361,1ldem,2
11362,3grn,1
11363,icm,1
11364,apr,1
11365,insistent,1
11366,debated,1
11367,demonised,1
11368,donated,1
11369,antibrexi,1
11370,leafletall,1
11371,plummeting,1
11372,httpstconnoypiw,1
11373,katherine,1
11374,switzer,1
11375,boston,1
11376,prospective,1
11377,electio,1
11378,stature,1
11379,migrations,1
11380,insignificant2,1
11381,drain,1
11382,recriminalised,1
11383,childishness,1
11384,confronted,1
11385,stiff,1
11386,participated,1
11387,demonising,1
11388,throats,1
11389,fastdwindling,1
11390,yap,1
11391,ftp,1
11392,rampage,1
11393,philistinism,1
11394,aspiratio,1
11395,punishments,1
11396,rumoured,1
11397,nonmembership,1
11398,byebrex,1
11399,wealthier,1
11400,519,1
11401,described,1
11402,515,1
11403,slimmest,1
11404,graham,1
11405,melania,1
11406,natl,1
11407,salute,1
11408,academic,1
11409,lecturer,1
11410,sickness,1
11411,exaggerate,1
11412,support2,1
11413,coyle,1
11414,intimidated,1
11415,nothereisntjesus,1
11416,sensory,1
11417,deprivation,1
11418,movebritain,1
11419,expects,1
11420,dortmund,1
11421,ignoramus,1
11422,theneweuropea,1
11423,punishmentevery,1
11424,euyou,1
11425,statistical,1
11426,occupy,1
11427,width,1
11428,decreeing,1
11429,sta,1
11430,fri,2
11431,philosophical,1
11432,worf,1
11433,owl,1
11434,infestation,1
11435,waiter,1
11436,figs,1
11437,featuring,1
11438,woodenspoons,1
11439,semitic,1
11440,reflect,1
11441,possess,1
11442,appropriation,1
11443,zombie,1
11444,shops,1
11445,batshit,1
11446,theorists,1
11447,fireplace,1
11448,footage,1
11449,antiintellectual,1
11450,selfdeluding,1
11451,fantasist,1
11452,wanksock,1
11453,medium,1
11454,sane,1
11455,nigh,1
11456,relatively,1
11457,ruffalo,1
11458,matthews,1
11459,flirted,1
11460,corrupted,1
11461,flux,1
11462,ultrasocialist,1
11463,redundant,1
11464,transporter,1
11465,staunch,2
11466,superrich,1
11467,boasts,1
11468,taxalternatively,1
11469,mak,1
11470,programmer,1
11471,quit,2
11472,jobhe,1
11473,arrays,1
11474,troops,1
11475,liberated,1
11476,bergenbelsen,1
11477,60000,1
11478,prisoners,1
11479,12000,1
11480,fishers,1
11481,gary,1
11482,celebration,1
11483,httpstcok8gxp,1
11484,strip,1
11485,frustrations,1
11486,httpstcoldln,1
11487,punish,1
11488,collapses,1
11489,weekly,1
11490,writes,1
11491,newcomers,1
11492,bowie,1
11493,grace,1
11494,warection,1
11495,nonlgbt,1
11496,lacing,1
11497,homosexualinducting,1
11498,colorings,1
11499,overboard,1
11500,graphsdont,1
11501,robots,1
11502,rene,1
11503,descartes,1
11504,leaf,1
11505,criminality,1
11506,restrict,1
11507,gefunden,1
11508,rimming,1
11509,hijack,1
11510,intentions,1
11511,londoncon,1
11512,35lab,1
11513,31ldem,1
11514,20ukip,1
11515,9grn,1
11516,4yougov,1
11517,april,3
11518,youthful,1
11519,blitz,1
11520,800000,1
11521,syria,1
11522,mem,1
11523,supportive,1
11524,propping,1
11525,gorton,3
11526,plea,1
11527,baking,1
11528,megazord,1
11529,overbooked,1
11530,interact,1
11531,bleeding,1
11532,sean,1
11533,spicers,1
11534,communications,1
11535,assistant,1
11536,livingstone,6
11537,monopoly,1
11538,hitlersean,1
11539,spicer,1
11540,httpstcosru23xr,1
11541,comedy,1
11542,selfcongratulatory,1
11543,chemical,1
11544,invocation,1
11545,vietnam,1
11546,affronted,1
11547,uiautomatorviewer,1
11548,folder,1
11549,rapidly,1
11550,alanamarks022,1
11551,unbeatable,1
11552,faragefelchers,1
11553,qwhite,1
11554,buttons,1
11555,arkham,1
11556,kadyrov,1
11557,heavens,1
11558,massacre,2
11559,postbear,1
11560,costbenefit,1
11561,sensationalist,1
11562,stereotype,1
11563,talkative,1
11564,wilberforce,1
11565,ruinedeconomy,1
11566,rts,1
11567,forcibly,1
11568,carriers,1
11569,unsafe,1
11570,ambulance,1
11571,dazed,1
11572,panicking,1
11573,seating,1
11574,domestic,1
11575,referred,1
11576,postit,1
11577,ground,1
11578,overbook,1
11579,httpstcoqfe,1
11580,swings,1
11581,roundabouts,1
11582,acassidy,6
11583,saffiyah,1
11584,brummy,1
11585,migrated,1
11586,dogwhistleblowing,1
11587,idioms,1
11588,shorthand,1
11589,opini,1
11590,ridded,1
11591,tippex,1
11592,associate,1
11593,parody,2
11594,vanillr,1
11595,steals,1
11596,format,1
11597,attracts,1
11598,swung,1
11599,92,1
11600,labourgive,1
11601,streng,1
11602,len,1
11603,mccluskeys,1
11604,gem1,1
11605,catholic2,1
11606,antisemitismh,1
11607,birmingham,1
11608,glasses,1
11609,lens,1
11610,defeatbut,1
11611,rick,1
11612,astleys,1
11613,hairdo,1
11614,stellaris,1
11615,bacon,1
11616,sandwich,1
11617,penises,1
11618,gendered,1
11619,true1,1
11620,airstrike,1
11621,appropriate2,1
11622,recklessness,1
11623,concern3,1
11624,contradiction,1
11625,bt,1
11626,humanitarian,1
11627,argum,1
11628,trope,1
11629,carrying,1
11630,growling,1
11631,demon,1
11632,mur,1
11633,leering,1
11634,subway,2
11635,whisper,1
11636,exiting,1
11637,resemb,1
11638,prescription,1
11639,sassy,1
11640,influencer,1
11641,coherent,1
11642,columnists,1
11643,subs,1
11644,elmhurst,1
11645,aylesbury,1
11646,635,1
11647,379lab,1
11648,122,1
11649,100con,1
11650,119,1
11651,93ukip,1
11652,144grn,1
11653,rozap,1
11654,snowball,1
11655,projection,2
11656,ultimate,1
11657,humanity,1
11658,clearer,1
11659,httpstconjje,1
11660,reckless,1
11661,2014well,1
11662,bloomin,1
11663,barry,1
11664,manilow,1
11665,gaypeople,1
11666,39year,1
11667,disruptive,1
11668,regain,1
11669,overly,1
11670,dynamics,1
11671,venues,1
11672,supp,1
11673,murk,1
11674,hen,1
11675,dos,1
11676,pl,1
11677,skylar,1
11678,27c,1
11679,overrun,1
11680,defector,1
11681,unfortunate,1
11682,bereckless,1
11683,ghastly,1
11684,brexitmy,1
11685,childre,1
11686,smiling,1
11687,approaches,1
11688,cops,1
11689,pepsisubsequent,1
11690,pepsi,1
11691,equivalence,2
11692,starving,1
11693,saud,1
11694,bombs,1
11695,flowin,1
11696,yanks,1
11697,presss,1
11698,shortcomings,1
11699,torterra21,1
11700,poe,1
11701,comms,1
11702,schedule,1
11703,coincides,1
11704,cups,1
11705,doodah,2
11706,livingstones,2
11707,despicable,1
11708,degraded,1
11709,disg,1
11710,baseless,1
11711,statement1,1
11712,charged,1
11713,proved2,1
11714,ohoho,1
11715,superficial,1
11716,pronouns,1
11717,passpor,1
11718,andrea,1
11719,leadsome,1
11720,nuked,1
11721,worn,1
11722,corset,1
11723,christian2,1
11724,pagan3,1
11725,nativities,1
11726,appropriated,1
11727,airbrushed,1
11728,insensitive,1
11729,httpstcord,1
11730,goddess,2
11731,oestre,1
11732,tagged,1
11733,germanic,1
11734,inscribed,1
11735,timing,1
11736,c3,1
11737,malvern,1
11738,chrono,1
11739,beaten,1
11740,protesting,1
11741,stream,1
11742,consciousness,1
11743,telegraphs,1
11744,paywall,1
11745,fadeout,1
11746,heffers,1
11747,measurements,1
11748,mimics,1
11749,guillotining,1
11750,catchup,1
11751,revision,1
11752,inhumane,1
11753,inhuman,1
11754,mont,1
11755,mam,1
11756,arbitrary,1
11757,deadl,1
11758,callous,1
11759,gcses,1
11760,mitigating,1
11761,circumstances,1
11762,mams,1
11763,otherabrahams,1
11764,chechen,1
11765,tbc,1
11766,httpstcoylikpbmb,1
11767,howards,1
11768,overrule,1
11769,buried,1
11770,rematch,1
11771,army,3
11772,enoughit,1
11773,inflicted,1
11774,economies,1
11775,temper,1
11776,gibraltarbritain,1
11777,paxman,1
11778,developed,2
11779,ps2,1
11780,vigilante,2
11781,differences,1
11782,gander,1
11783,overheard,1
11784,burnt,1
11785,coders,1
11786,taps,1
11787,brexiting,1
11788,scorn,1
11789,500m,1
11790,gibraltar,4
11791,rangers,1
11792,nostalgia,2
11793,executed,1
11794,snacks,2
11795,forriners,1
11796,httpstcompxavgcu,1
11797,knocking,1
11798,peabody,1
11799,chats,1
11800,addendum,1
11801,underlying,1
11802,superior,1
11803,caste,1
11804,globally,1
11805,achieved,1
11806,peril,1
11807,eire,1
11808,porous,1
11809,borde,1
11810,pact,1
11811,elxn,1
11812,1250,1
11813,unopposed,1
11814,sanctimonious,1
11815,obtained,1
11816,mccluskey,1
11817,symbols,1
11818,crashes,1
11819,midapril,1
11820,pensione,1
11821,defiant,1
11822,antibi,1
11823,tied,2
11824,vilab,1
11825,7con,1
11826,onethird,1
11827,tuna,1
11828,vegetable,1
11829,nearlyhusband,1
11830,parmos,1
11831,region,1
11832,redeeming,1
11833,outline,1
11834,shawshank,1
11835,redemption,1
11836,hollaback,1
11837,responded,1
11838,churchs,1
11839,provider,1
11840,madeup,2
11841,repealed,1
11842,transform,1
11843,boxing,1
11844,derives,1
11845,ritual,1
11846,dance,1
11847,burning,1
11848,ourselve,1
11849,eventual,1
11850,walpole,1
11851,pictured,1
11852,portrait,1
11853,wring,1
11854,involves,1
11855,capita,1
11856,oil,1
11857,summarised,1
11858,insulti,1
11859,insultbrex,1
11860,invitation,1
11861,httpstcouyiqqm43,1
11862,excuses,1
11863,faceless,2
11864,hopkinsin,1
11865,essenc,1
11866,attenborough,1
11867,voicehere,1
11868,lexiteer,1
11869,dodo,1
11870,tendency,1
11871,cra,1
11872,braves,1
11873,manchesterg,1
11874,70000oh,1
11875,shitbaskets,1
11876,strangely,1
11877,cathartic,1
11878,resume,1
11879,highground,1
11880,clovehitched,1
11881,halfsquealing,1
11882,heartening,1
11883,divisions,1
11884,brexitvoting,1
11885,ratings,1
11886,dislikedis,1
11887,tweed,1
11888,quotient,1
11889,flying,1
11890,annoy,1
11891,reaches,1
11892,87000,1
11893,wave,1
11894,ittheresa,1
11895,itme,1
11896,ideatheresa,1
11897,cocksucker,1
11898,cited,1
11899,triggers,1
11900,isolationist,1
11901,dodds,1
11902,salmond,2
11903,notbritish,1
11904,overseas,1
11905,soldier,2
11906,inexplicably,1
11907,britishoccupied,1
11908,document,1
11909,registering,1
11910,crimi,1
11911,implode,1
11912,secure,1
11913,nationalists,1
11914,gloating,1
11915,silver,1
11916,linings,1
11917,whinged,1
11918,retrospectively,1
